"Location","Year","Series","Series Code","Permits"
"MODESTO",2019,"Units in All Multi-Family Structures",3.0,3.0
"MODOC COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,6.0
"MODOC COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,6.0
"MODOC COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"MONO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,29.0
"MONO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,29.0
"MONO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"MONROVIA",2019,"Total Units",1.0,20.0
"MONROVIA",2019,"Units in Single-Family Structures",2.0,18.0
"MONROVIA",2019,"Units in All Multi-Family Structures",3.0,2.0
"MONTAGUE",2019,"Total Units",1.0,0
"MONTAGUE",2019,"Units in Single-Family Structures",2.0,0
"MONTAGUE",2019,"Units in All Multi-Family Structures",3.0,0
"MONTCLAIR",2019,"Total Units",1.0,0
"MONTCLAIR",2019,"Units in Single-Family Structures",2.0,0
"MONTCLAIR",2019,"Units in All Multi-Family Structures",3.0,0
"MONTE SERENO",2019,"Total Units",1.0,10.0
"MONTE SERENO",2019,"Units in Single-Family Structures",2.0,10.0
"MONTE SERENO",2019,"Units in All Multi-Family Structures",3.0,0
"MONTEBELLO",2019,"Total Units",1.0,11.0
"MONTEBELLO",2019,"Units in Single-Family Structures",2.0,11.0
"MONTEBELLO",2019,"Units in All Multi-Family Structures",3.0,0
"MONTEREY",2019,"Total Units",1.0,14.0
"MONTEREY",2019,"Units in Single-Family Structures",2.0,4.0
"MONTEREY",2019,"Units in All Multi-Family Structures",3.0,10.0
"MONTEREY COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,209.0
"MONTEREY COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,154.0
"MONTEREY COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,55.0
"MONTEREY PARK",2019,"Total Units",1.0,13.0
"MONTEREY PARK",2019,"Units in Single-Family Structures",2.0,13.0
"MONTEREY PARK",2019,"Units in All Multi-Family Structures",3.0,0
"MOORPARK",2019,"Total Units",1.0,4.0
"MOORPARK",2019,"Units in Single-Family Structures",2.0,4.0
"MOORPARK",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"MORENO VALLEY",2019,"Total Units",1.0,329.0
"MORENO VALLEY",2019,"Units in Single-Family Structures",2.0,315.0
"MORENO VALLEY",2019,"Units in All Multi-Family Structures",3.0,14.0
"MORGAN HILL",2019,"Total Units",1.0,199.0
"MORGAN HILL",2019,"Units in Single-Family Structures",2.0,133.0
"MORGAN HILL",2019,"Units in All Multi-Family Structures",3.0,66.0
"MORRO BAY",2019,"Total Units",1.0,31.0
"MORRO BAY",2019,"Units in Single-Family Structures",2.0,26.0
"MORRO BAY",2019,"Units in All Multi-Family Structures",3.0,5.0
"MOUNT SHASTA",2019,"Total Units",1.0,2.0
"MOUNT SHASTA",2019,"Units in Single-Family Structures",2.0,2.0
"MOUNT SHASTA",2019,"Units in All Multi-Family Structures",3.0,0
"MOUNTAIN VIEW",2019,"Total Units",1.0,669.0
"MOUNTAIN VIEW",2019,"Units in Single-Family Structures",2.0,79.0
"MOUNTAIN VIEW",2019,"Units in All Multi-Family Structures",3.0,590.0
"MURRIETA",2019,"Total Units",1.0,328.0
"MURRIETA",2019,"Units in Single-Family Structures",2.0,162.0
"MURRIETA",2019,"Units in All Multi-Family Structures",3.0,166.0
"NAPA",2019,"Total Units",1.0,714.0
"NAPA",2019,"Units in Single-Family Structures",2.0,100.0
"NAPA",2019,"Units in All Multi-Family Structures",3.0,614.0
"NAPA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,23.0
"NAPA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,23.0
"NAPA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"NATIONAL CITY",2019,"Total Units",1.0,163.0
"NATIONAL CITY",2019,"Units in Single-Family Structures",2.0,14.0
"NATIONAL CITY",2019,"Units in All Multi-Family Structures",3.0,149.0
"NEEDLES",2019,"Total Units",1.0,3.0
"NEEDLES",2019,"Units in Single-Family Structures",2.0,3.0
"NEEDLES",2019,"Units in All Multi-Family Structures",3.0,0
"NEVADA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,273.0
"NEVADA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,273.0
"NEVADA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"NEWARK",2019,"Total Units",1.0,443.0
"NEWARK",2019,"Units in Single-Family Structures",2.0,266.0
"NEWARK",2019,"Units in All Multi-Family Structures",3.0,177.0
"NEWMAN",2019,"Total Units",1.0,56.0
"NEWMAN",2019,"Units in Single-Family Structures",2.0,56.0
"NEWMAN",2019,"Units in All Multi-Family Structures",3.0,0
"NEWPORT BEACH",2019,"Total Units",1.0,175.0
"NEWPORT BEACH",2019,"Units in Single-Family Structures",2.0,125.0
"NEWPORT BEACH",2019,"Units in All Multi-Family Structures",3.0,50.0
"NORCO",2019,"Total Units",1.0,5.0
"NORCO",2019,"Units in Single-Family Structures",2.0,5.0
"NORCO",2019,"Units in All Multi-Family Structures",3.0,0
"NORWALK",2019,"Total Units",1.0,6.0
"NORWALK",2019,"Units in Single-Family Structures",2.0,6.0
"NORWALK",2019,"Units in All Multi-Family Structures",3.0,0
"NOVATO",2019,"Total Units",1.0,124.0
"NOVATO",2019,"Units in Single-Family Structures",2.0,75.0
"NOVATO",2019,"Units in All Multi-Family Structures",3.0,49.0
"OAKDALE",2019,"Total Units",1.0,63.0
"OAKDALE",2019,"Units in Single-Family Structures",2.0,5.0
"OAKDALE",2019,"Units in All Multi-Family Structures",3.0,58.0
"OAKLAND",2019,"Total Units",1.0,1862.0
"OAKLAND",2019,"Units in Single-Family Structures",2.0,282.0
"OAKLAND",2019,"Units in All Multi-Family Structures",3.0,1580.0
"OAKLEY",2019,"Total Units",1.0,262.0
"OAKLEY",2019,"Units in Single-Family Structures",2.0,262.0
"OAKLEY",2019,"Units in All Multi-Family Structures",3.0,0
"OCEANSIDE",2019,"Total Units",1.0,356.0
"OCEANSIDE",2019,"Units in Single-Family Structures",2.0,71.0
"OCEANSIDE",2019,"Units in All Multi-Family Structures",3.0,285.0
"OJAI",2019,"Total Units",1.0,21.0
"OJAI",2019,"Units in Single-Family Structures",2.0,15.0
"OJAI",2019,"Units in All Multi-Family Structures",3.0,6.0
"ONTARIO",2019,"Total Units",1.0,1431.0
"ONTARIO",2019,"Units in Single-Family Structures",2.0,1167.0
"ONTARIO",2019,"Units in All Multi-Family Structures",3.0,264.0
"ORANGE",2019,"Total Units",1.0,440.0
"ORANGE",2019,"Units in Single-Family Structures",2.0,75.0
"ORANGE",2019,"Units in All Multi-Family Structures",3.0,365.0
"ORANGE COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,273.0
"ORANGE COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,226.0
"ORANGE COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,47.0
"ORANGE COVE",2019,"Total Units",1.0,0
"ORANGE COVE",2019,"Units in Single-Family Structures",2.0,0
"ORANGE COVE",2019,"Units in All Multi-Family Structures",3.0,0
"ORLAND",2019,"Total Units",1.0,22.0
"ORLAND",2019,"Units in Single-Family Structures",2.0,22.0
"ORLAND",2019,"Units in All Multi-Family Structures",3.0,0
"OROVILLE",2019,"Total Units",1.0,72.0
"OROVILLE",2019,"Units in Single-Family Structures",2.0,60.0
"OROVILLE",2019,"Units in All Multi-Family Structures",3.0,12.0
"OXNARD",2019,"Total Units",1.0,140.0
"OXNARD",2019,"Units in Single-Family Structures",2.0,63.0
"OXNARD",2019,"Units in All Multi-Family Structures",3.0,77.0
"PACIFIC GROVE",2019,"Total Units",1.0,12.0
"PACIFIC GROVE",2019,"Units in Single-Family Structures",2.0,12.0
"PACIFIC GROVE",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"PACIFICA",2019,"Total Units",1.0,3.0
"PACIFICA",2019,"Units in Single-Family Structures",2.0,3.0
"PACIFICA",2019,"Units in All Multi-Family Structures",3.0,0
"PALM DESERT",2019,"Total Units",1.0,398.0
"PALM DESERT",2019,"Units in Single-Family Structures",2.0,88.0
"PALM DESERT",2019,"Units in All Multi-Family Structures",3.0,310.0
"PALM SPRINGS",2019,"Total Units",1.0,208.0
"PALM SPRINGS",2019,"Units in Single-Family Structures",2.0,200.0
"PALM SPRINGS",2019,"Units in All Multi-Family Structures",3.0,8.0
"PALMDALE",2019,"Total Units",1.0,153.0
"PALMDALE",2019,"Units in Single-Family Structures",2.0,73.0
"PALMDALE",2019,"Units in All Multi-Family Structures",3.0,80.0
"PALO ALTO",2019,"Total Units",1.0,102.0
"PALO ALTO",2019,"Units in Single-Family Structures",2.0,102.0
"PALO ALTO",2019,"Units in All Multi-Family Structures",3.0,0
"PALOS VERDES ESTATES",2019,"Total Units",1.0,21.0
"PALOS VERDES ESTATES",2019,"Units in Single-Family Structures",2.0,21.0
"PALOS VERDES ESTATES",2019,"Units in All Multi-Family Structures",3.0,0
"PARADISE TOWN",2019,"Total Units",1.0,312.0
"PARADISE TOWN",2019,"Units in Single-Family Structures",2.0,312.0
"PARADISE TOWN",2019,"Units in All Multi-Family Structures",3.0,0
"PARAMOUNT",2019,"Total Units",1.0,3.0
"PARAMOUNT",2019,"Units in Single-Family Structures",2.0,3.0
"PARAMOUNT",2019,"Units in All Multi-Family Structures",3.0,0
"PARLIER",2019,"Total Units",1.0,52.0
"PARLIER",2019,"Units in Single-Family Structures",2.0,52.0
"PARLIER",2019,"Units in All Multi-Family Structures",3.0,0
"PASADENA",2019,"Total Units",1.0,252.0
"PASADENA",2019,"Units in Single-Family Structures",2.0,35.0
"PASADENA",2019,"Units in All Multi-Family Structures",3.0,217.0
"PASO ROBLES",2019,"Total Units",1.0,36.0
"PASO ROBLES",2019,"Units in Single-Family Structures",2.0,24.0
"PASO ROBLES",2019,"Units in All Multi-Family Structures",3.0,12.0
"PATTERSON",2019,"Total Units",1.0,49.0
"PATTERSON",2019,"Units in Single-Family Structures",2.0,49.0
"PATTERSON",2019,"Units in All Multi-Family Structures",3.0,0
"PERRIS",2019,"Total Units",1.0,157.0
"PERRIS",2019,"Units in Single-Family Structures",2.0,137.0
"PERRIS",2019,"Units in All Multi-Family Structures",3.0,20.0
"PETALUMA",2019,"Total Units",1.0,64.0
"PETALUMA",2019,"Units in Single-Family Structures",2.0,47.0
"PETALUMA",2019,"Units in All Multi-Family Structures",3.0,17.0
"PICO RIVERA",2019,"Total Units",1.0,13.0
"PICO RIVERA",2019,"Units in Single-Family Structures",2.0,13.0
"PICO RIVERA",2019,"Units in All Multi-Family Structures",3.0,0
"PIEDMONT",2019,"Total Units",1.0,1.0
"PIEDMONT",2019,"Units in Single-Family Structures",2.0,1.0
"PIEDMONT",2019,"Units in All Multi-Family Structures",3.0,0
"PINOLE",2019,"Total Units",1.0,0
"PINOLE",2019,"Units in Single-Family Structures",2.0,0
"PINOLE",2019,"Units in All Multi-Family Structures",3.0,0
"PISMO BEACH",2019,"Total Units",1.0,22.0
"PISMO BEACH",2019,"Units in Single-Family Structures",2.0,22.0
"PISMO BEACH",2019,"Units in All Multi-Family Structures",3.0,0
"PITTSBURG",2019,"Total Units",1.0,99.0
"PITTSBURG",2019,"Units in Single-Family Structures",2.0,99.0
"PITTSBURG",2019,"Units in All Multi-Family Structures",3.0,0
"PLACENTIA",2019,"Total Units",1.0,222.0
"PLACENTIA",2019,"Units in Single-Family Structures",2.0,5.0
"PLACENTIA",2019,"Units in All Multi-Family Structures",3.0,217.0
"PLACER COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,405.0
"PLACER COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,313.0
"PLACER COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,92.0
"PLACERVILLE",2019,"Total Units",1.0,12.0
"PLACERVILLE",2019,"Units in Single-Family Structures",2.0,12.0
"PLACERVILLE",2019,"Units in All Multi-Family Structures",3.0,0
"PLEASANT HILL",2019,"Total Units",1.0,20.0
"PLEASANT HILL",2019,"Units in Single-Family Structures",2.0,20.0
"PLEASANT HILL",2019,"Units in All Multi-Family Structures",3.0,0
"PLEASANTON",2019,"Total Units",1.0,149.0
"PLEASANTON",2019,"Units in Single-Family Structures",2.0,71.0
"PLEASANTON",2019,"Units in All Multi-Family Structures",3.0,78.0
"PLUMAS COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,38.0
"PLUMAS COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,38.0
"PLUMAS COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"PLYMOUTH",2019,"Total Units",1.0,14.0
"PLYMOUTH",2019,"Units in Single-Family Structures",2.0,14.0
"PLYMOUTH",2019,"Units in All Multi-Family Structures",3.0,0
"POMONA",2019,"Total Units",1.0,108.0
"POMONA",2019,"Units in Single-Family Structures",2.0,98.0
"POMONA",2019,"Units in All Multi-Family Structures",3.0,10.0
"PORT HUENEME",2019,"Total Units",1.0,0
"PORT HUENEME",2019,"Units in Single-Family Structures",2.0,0
"PORT HUENEME",2019,"Units in All Multi-Family Structures",3.0,0
"PORTERVILLE",2019,"Total Units",1.0,112.0
"PORTERVILLE",2019,"Units in Single-Family Structures",2.0,104.0
"PORTERVILLE",2019,"Units in All Multi-Family Structures",3.0,8.0
"PORTOLA",2019,"Total Units",1.0,0
"PORTOLA",2019,"Units in Single-Family Structures",2.0,0
"PORTOLA",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"PORTOLA VALLEY TOWN",2019,"Total Units",1.0,10.0
"PORTOLA VALLEY TOWN",2019,"Units in Single-Family Structures",2.0,10.0
"PORTOLA VALLEY TOWN",2019,"Units in All Multi-Family Structures",3.0,0
"POWAY",2019,"Total Units",1.0,74.0
"POWAY",2019,"Units in Single-Family Structures",2.0,20.0
"POWAY",2019,"Units in All Multi-Family Structures",3.0,54.0
"RANCHO CORDOVA",2019,"Total Units",1.0,561.0
"RANCHO CORDOVA",2019,"Units in Single-Family Structures",2.0,561.0
"RANCHO CORDOVA",2019,"Units in All Multi-Family Structures",3.0,0
"RANCHO CUCAMONGA",2019,"Total Units",1.0,434.0
"RANCHO CUCAMONGA",2019,"Units in Single-Family Structures",2.0,137.0
"RANCHO CUCAMONGA",2019,"Units in All Multi-Family Structures",3.0,297.0
"RANCHO MIRAGE",2019,"Total Units",1.0,194.0
"RANCHO MIRAGE",2019,"Units in Single-Family Structures",2.0,194.0
"RANCHO MIRAGE",2019,"Units in All Multi-Family Structures",3.0,0
"RANCHO PALOS VERDES",2019,"Total Units",1.0,14.0
"RANCHO PALOS VERDES",2019,"Units in Single-Family Structures",2.0,14.0
"RANCHO PALOS VERDES",2019,"Units in All Multi-Family Structures",3.0,0
"RANCHO SANTA MARGARITA",2019,"Total Units",1.0,0
"RANCHO SANTA MARGARITA",2019,"Units in Single-Family Structures",2.0,0
"RANCHO SANTA MARGARITA",2019,"Units in All Multi-Family Structures",3.0,0
"RED BLUFF",2019,"Total Units",1.0,2.0
"RED BLUFF",2019,"Units in Single-Family Structures",2.0,2.0
"RED BLUFF",2019,"Units in All Multi-Family Structures",3.0,0
"REDDING",2019,"Total Units",1.0,294.0
"REDDING",2019,"Units in Single-Family Structures",2.0,227.0
"REDDING",2019,"Units in All Multi-Family Structures",3.0,67.0
"REDLANDS",2019,"Total Units",1.0,113.0
"REDLANDS",2019,"Units in Single-Family Structures",2.0,113.0
"REDLANDS",2019,"Units in All Multi-Family Structures",3.0,0
"REDONDO BEACH",2019,"Total Units",1.0,116.0
"REDONDO BEACH",2019,"Units in Single-Family Structures",2.0,94.0
"REDONDO BEACH",2019,"Units in All Multi-Family Structures",3.0,22.0
"REDWOOD CITY",2019,"Total Units",1.0,201.0
"REDWOOD CITY",2019,"Units in Single-Family Structures",2.0,41.0
"REDWOOD CITY",2019,"Units in All Multi-Family Structures",3.0,160.0
"REEDLEY",2019,"Total Units",1.0,13.0
"REEDLEY",2019,"Units in Single-Family Structures",2.0,13.0
"REEDLEY",2019,"Units in All Multi-Family Structures",3.0,0
"RIALTO",2019,"Total Units",1.0,42.0
"RIALTO",2019,"Units in Single-Family Structures",2.0,42.0
"RIALTO",2019,"Units in All Multi-Family Structures",3.0,0
"RICHMOND",2019,"Total Units",1.0,50.0
"RICHMOND",2019,"Units in Single-Family Structures",2.0,50.0
"RICHMOND",2019,"Units in All Multi-Family Structures",3.0,0
"RIDGECREST",2019,"Total Units",1.0,56.0
"RIDGECREST",2019,"Units in Single-Family Structures",2.0,50.0
"RIDGECREST",2019,"Units in All Multi-Family Structures",3.0,6.0
"RIO DELL",2019,"Total Units",1.0,30.0
"RIO DELL",2019,"Units in Single-Family Structures",2.0,30.0
"RIO DELL",2019,"Units in All Multi-Family Structures",3.0,0
"RIO VISTA",2019,"Total Units",1.0,149.0
"RIO VISTA",2019,"Units in Single-Family Structures",2.0,149.0
"RIO VISTA",2019,"Units in All Multi-Family Structures",3.0,0
"RIPON",2019,"Total Units",1.0,72.0
"RIPON",2019,"Units in Single-Family Structures",2.0,70.0
"RIPON",2019,"Units in All Multi-Family Structures",3.0,2.0
"RIVERBANK",2019,"Total Units",1.0,16.0
"RIVERBANK",2019,"Units in Single-Family Structures",2.0,16.0
"RIVERBANK",2019,"Units in All Multi-Family Structures",3.0,0
"RIVERSIDE",2019,"Total Units",1.0,679.0
"RIVERSIDE",2019,"Units in Single-Family Structures",2.0,170.0
"RIVERSIDE",2019,"Units in All Multi-Family Structures",3.0,509.0
"RIVERSIDE COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,1750.0
"RIVERSIDE COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,1750.0
"RIVERSIDE COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"ROCKLIN",2019,"Total Units",1.0,439.0
"ROCKLIN",2019,"Units in Single-Family Structures",2.0,439.0
"ROCKLIN",2019,"Units in All Multi-Family Structures",3.0,0
"ROHNERT PARK",2019,"Total Units",1.0,195.0
"ROHNERT PARK",2019,"Units in Single-Family Structures",2.0,195.0
"ROHNERT PARK",2019,"Units in All Multi-Family Structures",3.0,0
"ROLLING HILLS",2019,"Total Units",1.0,1.0
"ROLLING HILLS",2019,"Units in Single-Family Structures",2.0,1.0
"ROLLING HILLS",2019,"Units in All Multi-Family Structures",3.0,0
"ROLLING HILLS ESTATES",2019,"Total Units",1.0,3.0
"ROLLING HILLS ESTATES",2019,"Units in Single-Family Structures",2.0,3.0
"ROLLING HILLS ESTATES",2019,"Units in All Multi-Family Structures",3.0,0
"ROSEMEAD",2019,"Total Units",1.0,84.0
"ROSEMEAD",2019,"Units in Single-Family Structures",2.0,75.0
"ROSEMEAD",2019,"Units in All Multi-Family Structures",3.0,9.0
"ROSEVILLE",2019,"Total Units",1.0,1213.0
"ROSEVILLE",2019,"Units in Single-Family Structures",2.0,998.0
"ROSEVILLE",2019,"Units in All Multi-Family Structures",3.0,215.0
"ROSS TOWN",2019,"Total Units",1.0,2.0
"ROSS TOWN",2019,"Units in Single-Family Structures",2.0,2.0
"ROSS TOWN",2019,"Units in All Multi-Family Structures",3.0,0
"SACRAMENTO",2019,"Total Units",1.0,3001.0
"SACRAMENTO",2019,"Units in Single-Family Structures",2.0,1538.0
"SACRAMENTO",2019,"Units in All Multi-Family Structures",3.0,1463.0
"Location","Year","Series","Series Code","Permits"
"SACRAMENTO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,509.0
"SACRAMENTO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,509.0
"SACRAMENTO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SALINAS",2019,"Total Units",1.0,96.0
"SALINAS",2019,"Units in Single-Family Structures",2.0,80.0
"SALINAS",2019,"Units in All Multi-Family Structures",3.0,16.0
"SAN ANSELMO TOWN",2019,"Total Units",1.0,8.0
"SAN ANSELMO TOWN",2019,"Units in Single-Family Structures",2.0,6.0
"SAN ANSELMO TOWN",2019,"Units in All Multi-Family Structures",3.0,2.0
"SAN BENITO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,236.0
"SAN BENITO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,234.0
"SAN BENITO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,2.0
"SAN BERNARDINO",2019,"Total Units",1.0,91.0
"SAN BERNARDINO",2019,"Units in Single-Family Structures",2.0,59.0
"SAN BERNARDINO",2019,"Units in All Multi-Family Structures",3.0,32.0
"SAN BERNARDINO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,164.0
"SAN BERNARDINO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,164.0
"SAN BERNARDINO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SAN BRUNO",2019,"Total Units",1.0,33.0
"SAN BRUNO",2019,"Units in Single-Family Structures",2.0,3.0
"SAN BRUNO",2019,"Units in All Multi-Family Structures",3.0,30.0
"SAN BUENAVENTURA",2019,"Total Units",1.0,257.0
"SAN BUENAVENTURA",2019,"Units in Single-Family Structures",2.0,14.0
"SAN BUENAVENTURA",2019,"Units in All Multi-Family Structures",3.0,243.0
"SAN CARLOS",2019,"Total Units",1.0,36.0
"SAN CARLOS",2019,"Units in Single-Family Structures",2.0,3.0
"SAN CARLOS",2019,"Units in All Multi-Family Structures",3.0,33.0
"SAN CLEMENTE",2019,"Total Units",1.0,45.0
"SAN CLEMENTE",2019,"Units in Single-Family Structures",2.0,43.0
"SAN CLEMENTE",2019,"Units in All Multi-Family Structures",3.0,2.0
"SAN DIEGO",2019,"Total Units",1.0,3941.0
"SAN DIEGO",2019,"Units in Single-Family Structures",2.0,580.0
"SAN DIEGO",2019,"Units in All Multi-Family Structures",3.0,3361.0
"SAN DIEGO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,1034.0
"SAN DIEGO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,972.0
"SAN DIEGO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,62.0
"SAN DIMAS",2019,"Total Units",1.0,20.0
"SAN DIMAS",2019,"Units in Single-Family Structures",2.0,20.0
"SAN DIMAS",2019,"Units in All Multi-Family Structures",3.0,0
"SAN FERNANDO",2019,"Total Units",1.0,75.0
"SAN FERNANDO",2019,"Units in Single-Family Structures",2.0,71.0
"SAN FERNANDO",2019,"Units in All Multi-Family Structures",3.0,4.0
"SAN FRANCISCO",2019,"Total Units",1.0,3200.0
"SAN FRANCISCO",2019,"Units in Single-Family Structures",2.0,22.0
"SAN FRANCISCO",2019,"Units in All Multi-Family Structures",3.0,3178.0
"SAN GABRIEL",2019,"Total Units",1.0,15.0
"SAN GABRIEL",2019,"Units in Single-Family Structures",2.0,15.0
"SAN GABRIEL",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JACINTO",2019,"Total Units",1.0,147.0
"SAN JACINTO",2019,"Units in Single-Family Structures",2.0,147.0
"SAN JACINTO",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JOAQUIN",2019,"Total Units",1.0,0
"SAN JOAQUIN",2019,"Units in Single-Family Structures",2.0,0
"SAN JOAQUIN",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JOAQUIN COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,616.0
"SAN JOAQUIN COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,616.0
"SAN JOAQUIN COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JOSE",2019,"Total Units",1.0,2345.0
"SAN JOSE",2019,"Units in Single-Family Structures",2.0,514.0
"SAN JOSE",2019,"Units in All Multi-Family Structures",3.0,1831.0
"SAN JUAN BAUTISTA",2019,"Total Units",1.0,76.0
"SAN JUAN BAUTISTA",2019,"Units in Single-Family Structures",2.0,76.0
"SAN JUAN BAUTISTA",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JUAN CAPISTRANO",2019,"Total Units",1.0,99.0
"SAN JUAN CAPISTRANO",2019,"Units in Single-Family Structures",2.0,87.0
"SAN JUAN CAPISTRANO",2019,"Units in All Multi-Family Structures",3.0,12.0
"SAN LEANDRO",2019,"Total Units",1.0,38.0
"SAN LEANDRO",2019,"Units in Single-Family Structures",2.0,34.0
"SAN LEANDRO",2019,"Units in All Multi-Family Structures",3.0,4.0
"SAN LUIS OBISPO",2019,"Total Units",1.0,511.0
"SAN LUIS OBISPO",2019,"Units in Single-Family Structures",2.0,171.0
"SAN LUIS OBISPO",2019,"Units in All Multi-Family Structures",3.0,340.0
"SAN LUIS OBISPO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,341.0
"SAN LUIS OBISPO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,339.0
"SAN LUIS OBISPO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,2.0
"SAN MARCOS",2019,"Total Units",1.0,205.0
"SAN MARCOS",2019,"Units in Single-Family Structures",2.0,172.0
"SAN MARCOS",2019,"Units in All Multi-Family Structures",3.0,33.0
"SAN MARINO",2019,"Total Units",1.0,0
"SAN MARINO",2019,"Units in Single-Family Structures",2.0,0
"SAN MARINO",2019,"Units in All Multi-Family Structures",3.0,0
"SAN MATEO",2019,"Total Units",1.0,339.0
"SAN MATEO",2019,"Units in Single-Family Structures",2.0,9.0
"SAN MATEO",2019,"Units in All Multi-Family Structures",3.0,330.0
"SAN MATEO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,108.0
"SAN MATEO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,39.0
"SAN MATEO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,69.0
"SAN PABLO",2019,"Total Units",1.0,6.0
"SAN PABLO",2019,"Units in Single-Family Structures",2.0,6.0
"SAN PABLO",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"SAN RAFAEL",2019,"Total Units",1.0,10.0
"SAN RAFAEL",2019,"Units in Single-Family Structures",2.0,10.0
"SAN RAFAEL",2019,"Units in All Multi-Family Structures",3.0,0
"SAN RAMON",2019,"Total Units",1.0,94.0
"SAN RAMON",2019,"Units in Single-Family Structures",2.0,74.0
"SAN RAMON",2019,"Units in All Multi-Family Structures",3.0,20.0
"SAND CITY",2019,"Total Units",1.0,8.0
"SAND CITY",2019,"Units in Single-Family Structures",2.0,0
"SAND CITY",2019,"Units in All Multi-Family Structures",3.0,8.0
"SANGER",2019,"Total Units",1.0,52.0
"SANGER",2019,"Units in Single-Family Structures",2.0,52.0
"SANGER",2019,"Units in All Multi-Family Structures",3.0,0
"SANTA ANA",2019,"Total Units",1.0,643.0
"SANTA ANA",2019,"Units in Single-Family Structures",2.0,97.0
"SANTA ANA",2019,"Units in All Multi-Family Structures",3.0,546.0
"SANTA BARBARA",2019,"Total Units",1.0,114.0
"SANTA BARBARA",2019,"Units in Single-Family Structures",2.0,13.0
"SANTA BARBARA",2019,"Units in All Multi-Family Structures",3.0,101.0
"SANTA BARBARA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,258.0
